gefahr_id,Cambiamento climatico,Innovazioni tecnologiche e progressi scientifici,Urbanizzazione e agricoltura urbana,Economie circolare,Microbiomi e sicurezza alimentare,Nuovi alimenti e sistemi di produzione alimentare,Comportamento dei consumatori e tendenze di consumo,Evoluzione microbica e resistenza agli antibiotici,Società,Tecnologia,Ecologia,Economia,Politica,cambiamento demografico
95,1,0,0,0,1,0,0,1,0,0,0,0,0,0
96,0,2,0,0,0,0,0,0,0,0,3,0,0,0
97,0,0,0,0,0,0,0,1,0,0,0,0,0,0
98,0,2,0,0,0,0,0,0,0,0,0,0,0,0
99,17,2,0,0,3,1,1,15,0,1,7,1,1,0
100,0,0,0,0,0,0,0,1,0,0,0,0,0,0
101,0,1,0,0,1,0,1,0,0,0,1,1,1,0
102,2,3,1,0,0,4,8,0,1,1,12,5,2,0
103,0,1,0,0,0,3,1,0,0,0,0,0,0,0
104,0,0,0,0,0,0,0,1,0,0,0,0,0,0
106,0,1,0,1,3,1,6,6,0,0,1,2,0,0
107,0,0,0,0,2,0,0,2,0,0,0,0,0,0
108,0,0,0,0,0,0,1,0,0,0,0,0,0,0
109,3,7,1,0,1,2,2,0,0,1,4,1,1,0
111,19,9,2,1,3,6,16,4,2,2,16,2,1,0
112,4,1,0,0,3,0,1,2,0,0,2,1,1,0
113,0,0,0,0,0,0,1,0,0,0,0,0,0,0
114,2,0,0,1,1,0,0,9,1,0,0,0,1,0
115,0,0,0,0,0,0,2,0,0,0,0,0,0,0
116,1,0,0,0,0,1,0,0,0,0,0,0,0,0
117,0,0,0,0,0,0,1,0,0,0,0,0,0,0
118,1,0,0,0,2,0,1,1,0,1,0,0,0,0
119,3,2,1,0,2,1,2,6,1,1,5,1,1,0
120,0,0,0,0,0,1,0,2,0,0,1,0,0,0
121,0,0,0,0,2,0,0,0,0,0,0,0,0,0
122,0,0,0,0,0,0,2,0,0,0,0,0,0,0
123,0,0,0,0,0,0,0,4,0,0,0,0,0,0
124,0,1,0,0,0,0,1,0,1,0,0,0,0,0
125,6,12,1,0,2,2,9,8,3,7,34,4,2,0
126,2,7,10,0,1,1,3,0,3,3,37,2,3,0
127,0,2,4,0,0,1,1,0,0,1,5,0,0,0
128,3,3,1,2,1,3,8,1,2,2,15,4,3,0
129,1,0,0,1,0,0,0,1,1,0,0,0,1,0
130,0,2,1,1,0,0,1,0,0,1,1,0,0,0
131,1,0,0,0,2,1,0,1,0,0,0,0,0,0
136,0,0,0,0,0,0,0,1,0,0,0,0,0,0
137,4,0,0,0,1,0,0,0,0,0,3,0,0,0
142,0,0,0,0,0,0,1,0,0,0,0,0,0,0
144,0,1,0,0,0,0,0,1,0,0,0,0,0,0
145,0,0,0,0,0,0,3,0,2,0,1,0,0,0
146,0,1,0,0,1,0,0,0,0,0,0,0,0,0
147,0,0,0,0,0,0,0,0,0,0,1,0,0,0
148,0,1,0,0,0,0,1,0,0,0,1,0,1,0
150,0,1,1,0,0,1,0,0,1,0,1,0,2,0
156,0,0,0,0,1,0,0,2,0,0,0,0,0,0
160,0,0,1,0,0,0,0,1,0,0,0,0,0,0
162,0,0,0,0,0,0,0,1,0,0,1,0,0,0
164,0,1,0,0,0,0,0,0,0,0,1,0,0,0
165,3,4,1,0,1,4,7,0,0,1,13,3,0,0
166,0,3,1,1,1,1,3,0,1,2,4,1,0,0
167,2,0,1,0,0,1,2,0,0,0,7,0,0,0
172,1,1,0,0,0,0,0,0,0,0,1,0,0,0
174,1,0,0,0,0,0,1,0,0,0,1,0,0,0
176,1,1,0,0,2,0,1,4,0,0,1,2,1,0
177,0,0,0,0,0,0,0,1,0,0,0,0,0,0
178,0,0,0,0,1,0,1,0,0,0,0,0,0,0
180,1,2,0,0,0,1,1,0,1,1,1,1,1,0
181,1,0,0,1,3,0,0,16,1,0,1,2,1,0
182,0,0,0,0,0,0,0,0,0,0,1,0,0,0
183,0,0,0,0,1,0,0,0,0,0,0,0,0,0
184,0,0,0,0,0,0,0,1,0,0,0,0,0,0
185,1,2,0,0,1,1,3,0,1,2,2,1,0,0
187,4,5,0,0,0,0,3,0,1,1,11,1,3,0
189,0,2,0,0,1,0,0,1,0,0,0,0,0,0
192,0,1,0,0,0,0,0,0,0,0,0,0,0,0
193,0,0,0,0,0,0,0,2,0,0,0,0,0,0
194,0,0,0,0,0,0,0,1,0,0,0,0,0,0
195,0,0,0,0,0,0,0,2,0,0,0,0,0,0
197,0,1,0,0,0,0,1,0,0,0,1,0,0,0
198,0,0,2,0,0,0,0,0,0,0,0,0,0,0
199,0,0,1,0,0,0,0,0,0,0,1,0,0,0
200,0,0,2,0,0,0,0,0,0,0,2,0,0,0
201,0,0,2,0,0,0,0,0,0,0,0,0,0,0
202,0,0,0,0,0,2,2,4,0,0,1,1,0,0
203,2,2,0,0,0,1,2,0,0,0,2,0,0,0
206,0,0,0,0,0,1,0,0,0,0,0,0,0,0
207,0,0,0,0,0,1,0,0,0,0,0,0,0,0
209,0,2,0,0,0,1,0,0,0,0,1,0,0,0
210,0,0,0,0,0,0,1,0,0,0,2,0,0,0
211,0,0,0,0,0,0,1,0,0,0,0,0,0,0
213,0,0,0,0,0,0,0,1,0,0,0,0,0,0
216,0,0,0,0,0,0,0,0,0,1,0,0,0,0
218,0,0,0,0,0,0,0,2,0,0,1,0,0,0
220,0,0,0,0,0,1,0,0,0,0,0,0,0,0
221,0,0,1,0,0,0,0,0,0,0,1,0,0,0
224,0,0,0,0,0,0,1,0,0,0,0,0,0,0
225,0,1,0,0,0,0,1,0,0,0,2,0,0,0
226,0,0,0,0,1,0,1,1,0,0,1,1,1,0
227,0,0,0,0,0,0,2,0,0,0,0,0,0,0
228,0,0,0,0,1,0,0,0,0,0,0,0,0,0
229,0,0,0,0,0,0,1,0,0,0,0,0,0,0
230,0,1,0,0,0,0,1,0,2,0,4,0,1,0
231,0,0,0,0,2,0,0,1,0,0,0,0,0,0
232,1,0,0,0,0,0,1,4,0,0,0,0,0,0
234,0,0,0,0,0,0,3,0,0,0,0,0,0,0
235,0,0,0,0,0,1,0,0,0,0,0,0,0,0
236,0,0,0,0,0,0,2,0,0,0,0,0,0,0
237,0,0,0,0,0,0,0,1,0,0,0,0,0,0
238,2,1,0,0,0,2,1,6,0,0,1,1,0,0
241,1,1,0,0,0,0,0,0,0,0,0,0,0,0
244,3,0,1,1,2,3,3,41,0,0,3,3,0,0
246,0,2,0,0,0,2,3,0,1,0,0,0,2,0
248,0,0,0,0,0,0,0,0,0,0,1,0,0,0
249,0,0,0,0,0,2,1,0,0,0,0,1,1,0
252,0,0,0,0,0,0,1,0,0,0,0,0,0,0
253,0,0,0,0,0,0,0,1,0,0,0,0,0,0
255,0,0,0,0,0,0,0,5,0,0,2,0,0,0
256,2,0,0,0,0,0,0,1,0,0,1,0,0,0
257,0,0,0,0,0,0,0,2,0,0,0,0,0,0
261,1,2,1,0,2,0,2,2,2,1,2,1,0,0
262,0,1,0,0,0,0,1,0,1,0,0,0,0,0
266,1,0,1,0,0,0,0,0,1,0,1,0,0,0
267,3,0,0,0,0,0,0,0,0,0,0,0,0,0
269,0,0,0,0,0,0,0,0,0,0,1,0,0,0
271,0,0,0,0,0,1,1,0,0,1,1,0,0,0
272,0,0,0,0,0,0,0,0,0,0,1,0,0,0
273,0,0,0,0,0,0,5,0,0,0,0,0,0,0
274,0,0,0,0,0,1,0,0,0,0,0,0,0,0
277,6,0,0,0,0,0,0,0,0,0,2,0,0,0
278,0,0,0,0,0,0,1,0,0,0,0,0,0,0
279,0,1,0,0,0,0,0,0,0,0,0,0,0,0
280,0,0,1,0,0,0,0,0,0,0,0,0,0,0
281,0,0,1,0,0,0,0,0,0,0,0,0,0,0
282,0,0,1,0,0,0,0,0,0,0,0,0,0,0
283,0,0,0,0,0,0,1,0,0,0,0,0,0,0
284,0,1,0,1,0,0,0,0,1,0,2,1,0,0
285,0,0,0,1,0,0,0,0,0,1,0,0,0,0
286,0,0,0,0,1,0,0,0,0,0,0,0,0,0
287,0,0,0,0,1,0,0,4,0,0,0,0,0,0
288,1,1,0,0,0,0,0,0,0,0,0,0,0,0
290,0,0,0,0,0,0,1,0,0,0,0,0,0,0
291,0,0,0,0,0,0,0,1,0,0,0,0,0,0
292,0,0,0,0,0,0,1,0,0,0,0,0,0,0
294,0,1,0,0,0,0,0,0,0,0,0,0,0,0
296,0,0,0,0,0,0,0,2,0,0,0,0,0,0
297,0,0,0,0,0,2,2,0,2,0,0,0,1,0
298,2,1,0,0,0,1,1,1,0,1,3,0,0,0
299,0,1,0,0,0,0,0,0,0,0,0,0,0,0
300,1,1,0,0,0,0,0,1,0,0,0,1,0,0
301,0,0,0,0,0,0,1,0,0,0,0,0,0,0
302,0,0,0,0,0,0,0,1,0,0,0,0,0,0
305,0,0,0,0,0,1,0,0,0,0,0,0,0,0
306,0,0,1,0,0,0,2,0,0,0,0,0,0,0
308,1,0,0,0,0,0,0,1,0,0,2,0,0,0
309,0,0,0,0,0,0,1,0,0,0,0,0,0,0
310,0,1,0,1,0,0,0,0,0,0,1,0,0,0
311,0,0,0,0,0,0,1,0,0,0,0,0,0,0
313,1,0,1,0,0,1,0,0,0,0,1,0,0,0
314,0,0,0,0,0,0,0,2,0,0,2,0,0,0
315,0,0,0,0,0,1,0,0,0,0,0,0,0,0
316,0,1,0,0,0,0,1,0,1,0,0,0,0,0
318,0,0,0,0,0,0,0,0,0,0,1,0,0,0
319,0,0,0,0,0,0,0,1,0,0,0,0,0,0
320,0,0,0,0,0,0,0,2,0,0,0,0,0,0
322,0,1,0,0,0,0,0,0,0,0,0,0,0,0
323,0,3,0,0,0,0,0,0,0,1,0,0,1,0
324,0,0,1,0,0,0,0,0,0,0,0,0,0,0
325,0,1,0,0,1,0,0,0,0,0,0,0,0,0
327,0,1,0,0,0,0,0,0,0,0,0,0,0,0
328,0,0,0,0,0,1,0,0,0,1,0,0,0,0
332,0,0,0,0,1,0,0,0,0,0,0,0,0,0
333,0,0,0,0,0,2,4,2,0,0,0,0,0,0
334,0,0,0,0,2,0,1,0,0,0,1,1,1,0
335,0,0,0,0,0,1,1,0,0,0,0,0,0,0
338,1,1,0,0,1,0,1,0,1,1,1,1,0,0
339,1,0,0,0,0,0,0,0,0,0,1,0,0,0
340,1,0,0,0,0,0,0,0,0,0,1,0,0,0
341,1,2,0,0,1,0,2,0,0,1,1,1,0,0
342,0,0,0,0,1,0,0,1,0,0,0,0,0,0
343,0,0,0,0,0,0,0,1,0,0,0,0,0,0
344,0,0,0,1,0,0,0,0,0,0,1,2,0,0
345,0,2,0,0,0,0,0,0,0,1,0,0,0,0
346,0,0,0,0,0,0,1,0,0,0,0,0,0,0
347,1,0,0,0,1,0,0,1,0,0,1,0,0,0
348,0,0,0,0,3,0,0,1,0,0,0,0,0,0
350,0,0,0,0,0,1,0,0,0,0,0,0,0,0
351,0,0,0,0,0,1,0,0,0,0,1,0,0,0
352,0,0,0,0,1,0,0,0,0,0,0,0,0,0
353,0,0,0,0,0,0,0,0,0,0,1,0,0,0
354,0,0,0,0,0,0,1,0,0,0,0,0,0,0
355,0,0,0,0,0,0,1,0,0,0,0,0,0,0
356,0,1,0,0,0,0,0,0,0,0,0,0,0,0
358,0,0,0,0,1,0,0,1,0,0,0,0,0,0
359,1,0,0,0,0,0,0,0,0,0,1,0,0,0
361,1,0,0,0,1,0,2,10,0,0,0,0,0,0
362,0,1,0,0,0,1,1,0,1,1,1,0,0,0
363,0,3,0,0,0,3,7,0,1,2,1,0,0,0
364,0,0,0,0,0,1,1,0,0,0,0,0,0,0
365,0,0,0,0,1,0,0,0,0,0,3,0,0,0
366,0,0,0,0,1,0,0,0,0,0,0,0,0,0
367,0,0,0,0,0,1,1,0,0,1,0,0,1,0
368,0,1,0,0,0,1,1,0,0,1,0,0,1,0
369,0,0,0,0,0,0,1,0,0,0,0,0,0,0
370,0,0,0,0,0,1,0,0,0,0,1,0,0,0
371,0,0,0,0,0,1,1,0,0,0,0,0,0,0
372,1,0,0,0,0,1,0,0,0,0,1,0,0,0
373,0,0,0,0,0,0,1,0,0,0,0,0,0,0
374,0,0,0,0,0,0,1,0,0,0,0,0,1,0
375,1,0,0,0,0,0,0,0,0,0,0,0,0,0
376,0,0,0,0,1,0,0,0,0,0,0,0,0,0
377,0,0,0,0,0,0,1,0,0,0,0,0,0,0
378,0,2,0,0,0,1,0,0,0,1,0,0,0,0
379,0,0,0,0,0,1,1,0,0,0,1,0,0,0
380,0,0,1,0,0,0,0,0,0,0,0,0,0,0
381,0,0,0,0,0,0,0,1,0,0,0,0,0,0
382,0,0,0,0,0,1,0,0,0,0,0,0,0,0
383,0,0,0,0,0,0,0,1,0,0,0,0,0,0
385,0,0,0,0,0,0,0,1,0,0,0,0,0,0
386,0,1,0,0,0,0,0,1,0,0,1,0,0,0
387,0,0,0,0,0,0,0,0,0,0,1,0,0,0
388,0,0,0,0,0,0,1,0,0,0,0,0,0,0
389,0,1,0,0,0,0,0,0,0,0,0,0,0,0
390,0,0,0,1,0,0,0,0,1,0,0,1,2,0
391,0,0,0,0,0,0,0,1,0,0,0,0,0,0
392,0,0,0,0,0,0,1,2,0,0,0,0,0,0
393,0,0,0,0,0,0,0,1,0,0,0,0,0,0
394,0,0,0,0,0,0,0,0,0,0,1,0,0,0
395,0,0,0,0,0,0,0,0,0,0,1,0,0,0
396,0,0,0,0,0,0,1,0,0,0,0,0,0,0
398,0,1,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,1,0,0
400,0,1,0,0,0,0,0,0,0,0,0,1,0,0
401,0,0,0,0,0,1,0,2,0,0,0,0,0,0
402,1,0,0,0,0,0,1,0,0,0,3,0,0,0
403,0,0,0,0,0,0,0,1,0,0,0,0,0,0
406,0,1,0,0,0,0,0,0,0,0,1,0,0,0
407,0,0,0,0,0,0,0,0,0,0,0,1,0,0
408,0,0,0,0,0,0,0,0,0,0,0,1,0,0
409,0,0,0,0,0,0,1,0,0,0,0,0,0,0
413,0,0,0,0,0,0,1,0,0,0,0,0,0,0
415,0,0,0,0,0,0,1,0,0,0,0,0,0,0
416,0,1,0,0,0,0,0,0,0,0,0,0,0,0
417,0,1,0,0,0,0,0,0,0,0,0,0,0,0
419,0,1,0,0,0,0,0,0,0,0,0,0,0,0
420,0,1,0,0,0,0,0,0,0,0,0,0,0,0
421,0,1,0,0,0,0,0,0,1,0,0,0,1,0
422,0,0,0,0,0,0,3,0,0,0,0,0,0,0
424,0,1,0,0,0,0,0,0,0,0,1,0,0,0
425,0,2,0,0,0,0,0,0,0,0,2,1,0,0
427,0,1,1,0,0,0,0,0,0,0,1,0,0,0
428,0,0,0,0,0,0,0,1,0,0,0,0,0,0
429,0,1,0,0,0,0,0,0,0,0,0,0,0,0
431,0,1,0,0,0,0,0,0,0,0,1,0,0,0
432,0,1,0,0,0,0,1,0,0,0,0,0,0,0
433,1,0,0,0,0,0,0,0,0,0,0,0,0,0
434,1,0,0,0,0,0,0,0,0,0,0,0,0,0
436,0,0,0,0,0,0,1,0,0,0,0,0,0,0
437,2,0,0,0,0,0,0,0,0,0,2,0,0,0
439,1,0,0,0,0,0,0,0,0,0,0,0,0,0
440,0,1,0,0,0,0,0,0,0,0,1,0,0,0
441,0,1,0,0,0,0,0,0,0,0,0,0,0,0
442,2,0,1,0,1,0,1,0,0,0,2,1,0,0
443,1,0,1,0,1,0,1,0,0,0,1,1,0,0
444,0,0,0,0,0,0,0,1,0,0,0,0,0,0
445,0,1,0,0,0,1,0,0,0,0,0,0,0,0
447,0,0,0,0,1,0,0,0,0,0,0,0,0,0
448,0,0,0,0,0,0,2,0,0,0,0,0,0,0
449,0,1,0,0,0,0,0,0,0,0,1,0,0,0
450,0,0,0,0,0,0,2,0,0,0,2,0,1,0
452,0,0,0,0,0,0,1,0,0,0,0,0,0,0
453,1,0,0,0,0,0,0,0,0,1,1,0,1,0
457,0,0,1,0,0,0,0,0,0,0,1,0,0,0
459,0,0,0,0,0,0,1,0,0,0,0,0,0,0
461,0,1,0,0,0,0,2,0,1,0,0,0,0,0
464,1,0,0,0,0,0,0,0,0,0,0,0,0,0
465,0,0,1,0,0,0,1,0,1,0,0,0,0,0
466,0,0,0,0,0,0,1,0,0,0,0,0,0,0
468,0,0,0,0,0,1,1,0,0,1,1,0,0,0
470,0,0,0,0,0,0,0,1,0,0,2,0,0,0
471,0,0,0,0,0,0,1,0,0,0,0,0,0,0
472,1,0,0,0,0,0,0,0,0,0,1,1,0,0
473,1,0,0,0,0,0,0,0,0,0,1,0,0,0
474,1,0,0,0,0,1,1,0,0,0,1,0,0,0
475,0,1,0,0,0,0,0,0,0,0,0,0,0,0
476,0,0,0,0,0,0,0,1,0,0,1,0,0,0
478,0,1,0,0,0,0,1,0,0,0,0,0,0,0
479,0,1,0,0,0,0,0,0,0,0,0,0,0,0
480,0,1,0,0,0,0,0,0,0,0,0,0,0,0
481,0,1,0,0,0,0,0,0,0,0,0,0,0,0
482,0,1,0,0,0,0,0,0,0,0,0,0,0,0
483,0,1,1,0,0,1,0,0,0,0,2,0,0,0
485,0,0,0,0,0,0,0,3,0,0,1,1,0,0
486,0,0,0,0,1,0,0,0,0,0,0,0,0,0
489,0,1,0,0,0,1,0,0,0,0,0,0,0,0
490,0,0,0,0,0,1,0,0,0,0,0,0,0,0
491,0,0,0,0,0,0,0,0,0,0,1,0,0,0
492,0,0,0,0,0,0,1,0,0,0,0,0,0,0
493,0,0,1,0,0,0,0,0,1,0,0,0,0,0
494,0,0,0,0,0,0,0,0,0,0,1,0,0,0
495,0,0,0,0,0,0,0,1,0,0,0,0,0,0
496,0,0,0,0,0,0,0,1,0,0,0,0,0,0
498,0,0,0,0,0,0,0,1,0,0,0,0,0,0
499,1,0,0,0,0,0,0,0,0,0,1,0,0,0
500,0,0,0,0,0,0,0,0,0,0,1,0,0,0
501,0,0,0,0,0,0,0,1,0,0,0,0,0,0
503,3,0,0,0,1,1,2,0,0,0,2,0,0,0
504,0,0,1,0,0,0,0,2,1,0,1,0,0,0
505,0,1,0,0,0,0,0,0,0,0,0,0,0,0
507,0,0,0,0,0,0,1,0,0,0,0,0,0,0
508,0,0,0,0,0,0,0,1,0,0,0,0,0,0
510,0,0,0,0,0,0,0,1,0,0,0,0,0,0
511,0,0,0,0,0,0,0,0,0,0,1,0,0,0
512,0,1,0,0,0,0,1,0,0,0,0,0,0,0
513,0,1,0,0,0,0,1,0,0,0,0,0,0,0
514,0,0,0,0,0,0,0,1,0,0,0,0,0,0
516,0,0,0,0,0,0,0,0,1,0,0,0,0,0
518,0,2,0,0,0,0,0,1,0,1,8,1,0,0
520,1,0,0,0,0,0,0,0,0,0,0,0,0,0
521,0,0,0,0,0,0,1,2,0,0,0,0,0,0
522,0,0,0,0,0,0,1,0,0,0,0,0,0,0
525,1,0,0,0,0,0,0,0,0,0,0,0,0,0
528,0,0,0,0,0,2,10,0,2,1,0,2,0,0
532,0,0,0,0,0,0,0,0,0,0,1,0,0,0
533,1,0,0,0,0,0,0,0,0,0,0,0,0,0
535,0,0,0,0,0,0,0,0,1,1,0,1,0,0
536,0,0,0,0,0,0,1,0,0,0,0,0,0,0
537,0,1,0,0,0,0,0,0,0,0,0,0,0,0
538,0,0,0,0,0,0,1,0,0,0,0,0,0,0
539,1,0,0,0,0,0,0,0,0,0,0,0,0,0
540,0,0,0,0,0,0,0,1,0,0,0,0,0,0
541,0,0,0,0,0,0,0,1,0,0,0,0,0,0
542,0,1,0,0,0,0,0,0,0,0,0,0,0,0
543,0,0,0,0,0,0,0,1,0,0,0,0,0,0
544,0,0,0,0,0,0,0,1,0,0,0,0,0,0
545,0,0,0,0,0,0,0,0,0,0,1,0,0,0
547,0,0,0,0,1,0,0,0,0,0,0,0,0,0
548,0,2,0,0,0,0,0,0,0,1,1,0,0,0
549,0,0,0,0,0,0,0,1,0,0,0,0,0,0
550,0,0,0,0,0,0,0,0,0,0,1,0,0,0
551,0,0,0,0,0,0,0,0,0,0,1,0,0,0
552,0,0,0,0,0,0,0,0,0,0,1,0,0,0
553,0,0,0,0,0,0,0,0,0,0,1,0,0,0
554,0,0,0,0,0,0,1,0,0,0,0,0,0,0
555,0,0,0,0,0,0,0,0,0,0,1,0,0,0
557,0,0,0,0,0,0,0,0,0,0,1,0,0,0
558,0,0,0,0,0,0,0,0,0,0,1,0,0,0
562,0,0,0,0,0,0,0,0,0,0,1,0,0,0
563,0,0,0,0,0,0,0,0,0,0,0,1,0,0
564,0,0,0,0,0,0,0,0,0,0,1,0,0,0
566,0,0,0,0,0,0,1,0,0,0,0,0,0,0
572,0,0,0,0,0,0,0,0,0,0,1,0,0,0
