canton,week,variable,value
CHE,2025-04-29,farms_free_proportion,92
19,2025-05-06,farms_free_count,882
19,2025-05-06,farms_blocked_count,88
19,2025-05-06,farms_total_count,970
19,2025-05-06,farms_blocked_proportion,9
19,2025-05-06,farms_free_proportion,91
16,2025-05-06,farms_free_count,117
16,2025-05-06,farms_blocked_count,18
16,2025-05-06,farms_total_count,135
16,2025-05-06,farms_blocked_proportion,13
16,2025-05-06,farms_free_proportion,87
15,2025-05-06,farms_free_count,268
15,2025-05-06,farms_blocked_count,32
15,2025-05-06,farms_total_count,300
15,2025-05-06,farms_blocked_proportion,11
15,2025-05-06,farms_free_proportion,89
2,2025-05-06,farms_free_count,3524
2,2025-05-06,farms_blocked_count,359
2,2025-05-06,farms_total_count,3883
2,2025-05-06,farms_blocked_proportion,9
2,2025-05-06,farms_free_proportion,91
13,2025-05-06,farms_free_count,305
13,2025-05-06,farms_blocked_count,22
13,2025-05-06,farms_total_count,327
13,2025-05-06,farms_blocked_proportion,7
13,2025-05-06,farms_free_proportion,93
12,2025-05-06,farms_free_count,18
12,2025-05-06,farms_blocked_count,0
12,2025-05-06,farms_total_count,18
12,2025-05-06,farms_blocked_proportion,0
12,2025-05-06,farms_free_proportion,100
LIE,2025-05-06,farms_free_count,53
LIE,2025-05-06,farms_blocked_count,3
LIE,2025-05-06,farms_total_count,56
LIE,2025-05-06,farms_blocked_proportion,5
LIE,2025-05-06,farms_free_proportion,95
10,2025-05-06,farms_free_count,961
10,2025-05-06,farms_blocked_count,100
10,2025-05-06,farms_total_count,1061
10,2025-05-06,farms_blocked_proportion,9
10,2025-05-06,farms_free_proportion,91
25,2025-05-06,farms_free_count,120
25,2025-05-06,farms_blocked_count,4
25,2025-05-06,farms_total_count,124
25,2025-05-06,farms_blocked_proportion,3
25,2025-05-06,farms_free_proportion,97
8,2025-05-06,farms_free_count,84
8,2025-05-06,farms_blocked_count,1
8,2025-05-06,farms_total_count,85
8,2025-05-06,farms_blocked_proportion,1
8,2025-05-06,farms_free_proportion,99
18,2025-05-06,farms_free_count,752
18,2025-05-06,farms_blocked_count,7
18,2025-05-06,farms_total_count,759
18,2025-05-06,farms_blocked_proportion,1
18,2025-05-06,farms_free_proportion,99
26,2025-05-06,farms_free_count,441
26,2025-05-06,farms_blocked_count,36
26,2025-05-06,farms_total_count,477
26,2025-05-06,farms_blocked_proportion,8
26,2025-05-06,farms_free_proportion,92
3,2025-05-06,farms_free_count,1873
3,2025-05-06,farms_blocked_count,106
3,2025-05-06,farms_total_count,1979
3,2025-05-06,farms_blocked_proportion,5
3,2025-05-06,farms_free_proportion,95
24,2025-05-06,farms_free_count,175
24,2025-05-06,farms_blocked_count,13
24,2025-05-06,farms_total_count,188
24,2025-05-06,farms_blocked_proportion,7
24,2025-05-06,farms_free_proportion,93
7,2025-05-06,farms_free_count,98
7,2025-05-06,farms_blocked_count,14
7,2025-05-06,farms_total_count,112
7,2025-05-06,farms_blocked_proportion,12
7,2025-05-06,farms_free_proportion,88
6,2025-05-06,farms_free_count,156
6,2025-05-06,farms_blocked_count,13
6,2025-05-06,farms_total_count,169
6,2025-05-06,farms_blocked_proportion,8
6,2025-05-06,farms_free_proportion,92
17,2025-05-06,farms_free_count,985
17,2025-05-06,farms_blocked_count,160
17,2025-05-06,farms_total_count,1145
17,2025-05-06,farms_blocked_proportion,14
17,2025-05-06,farms_free_proportion,86
14,2025-05-06,farms_free_count,155
14,2025-05-06,farms_blocked_count,10
14,2025-05-06,farms_total_count,165
14,2025-05-06,farms_blocked_proportion,6
14,2025-05-06,farms_free_proportion,94
11,2025-05-06,farms_free_count,413
11,2025-05-06,farms_blocked_count,46
11,2025-05-06,farms_total_count,459
11,2025-05-06,farms_blocked_proportion,10
11,2025-05-06,farms_free_proportion,90
5,2025-05-06,farms_free_count,394
5,2025-05-06,farms_blocked_count,68
5,2025-05-06,farms_total_count,462
5,2025-05-06,farms_blocked_proportion,15
5,2025-05-06,farms_free_proportion,85
20,2025-05-06,farms_free_count,507
20,2025-05-06,farms_blocked_count,67
20,2025-05-06,farms_total_count,574
20,2025-05-06,farms_blocked_proportion,12
20,2025-05-06,farms_free_proportion,88
21,2025-05-06,farms_free_count,360
21,2025-05-06,farms_blocked_count,50
21,2025-05-06,farms_total_count,410
21,2025-05-06,farms_blocked_proportion,12
21,2025-05-06,farms_free_proportion,88
4,2025-05-06,farms_free_count,216
4,2025-05-06,farms_blocked_count,15
4,2025-05-06,farms_total_count,231
4,2025-05-06,farms_blocked_proportion,6
4,2025-05-06,farms_free_proportion,94
22,2025-05-06,farms_free_count,939
22,2025-05-06,farms_blocked_count,50
22,2025-05-06,farms_total_count,989
22,2025-05-06,farms_blocked_proportion,5
22,2025-05-06,farms_free_proportion,95
23,2025-05-06,farms_free_count,776
23,2025-05-06,farms_blocked_count,27
23,2025-05-06,farms_total_count,803
23,2025-05-06,farms_blocked_proportion,3
23,2025-05-06,farms_free_proportion,97
9,2025-05-06,farms_free_count,231
9,2025-05-06,farms_blocked_count,7
9,2025-05-06,farms_total_count,238
9,2025-05-06,farms_blocked_proportion,3
9,2025-05-06,farms_free_proportion,97
1,2025-05-06,farms_free_count,762
1,2025-05-06,farms_blocked_count,52
1,2025-05-06,farms_total_count,814
1,2025-05-06,farms_blocked_proportion,6
1,2025-05-06,farms_free_proportion,94
CHE,2025-05-06,farms_free_count,15512
CHE,2025-05-06,farms_blocked_count,1365
CHE,2025-05-06,farms_total_count,16877
CHE,2025-05-06,farms_blocked_proportion,8
CHE,2025-05-06,farms_free_proportion,92
19,2025-05-13,farms_free_count,885
19,2025-05-13,farms_blocked_count,86
19,2025-05-13,farms_total_count,971
19,2025-05-13,farms_blocked_proportion,9
19,2025-05-13,farms_free_proportion,91
16,2025-05-13,farms_free_count,118
16,2025-05-13,farms_blocked_count,17
16,2025-05-13,farms_total_count,135
16,2025-05-13,farms_blocked_proportion,13
16,2025-05-13,farms_free_proportion,87
15,2025-05-13,farms_free_count,271
15,2025-05-13,farms_blocked_count,30
15,2025-05-13,farms_total_count,301
15,2025-05-13,farms_blocked_proportion,10
15,2025-05-13,farms_free_proportion,90
2,2025-05-13,farms_free_count,3562
2,2025-05-13,farms_blocked_count,328
2,2025-05-13,farms_total_count,3890
2,2025-05-13,farms_blocked_proportion,8
2,2025-05-13,farms_free_proportion,92
13,2025-05-13,farms_free_count,306
13,2025-05-13,farms_blocked_count,21
13,2025-05-13,farms_total_count,327
13,2025-05-13,farms_blocked_proportion,6
13,2025-05-13,farms_free_proportion,94
12,2025-05-13,farms_free_count,18
12,2025-05-13,farms_blocked_count,0
12,2025-05-13,farms_total_count,18
12,2025-05-13,farms_blocked_proportion,0
12,2025-05-13,farms_free_proportion,100
LIE,2025-05-13,farms_free_count,54
LIE,2025-05-13,farms_blocked_count,2
LIE,2025-05-13,farms_total_count,56
LIE,2025-05-13,farms_blocked_proportion,4
LIE,2025-05-13,farms_free_proportion,96
10,2025-05-13,farms_free_count,972
10,2025-05-13,farms_blocked_count,91
10,2025-05-13,farms_total_count,1063
10,2025-05-13,farms_blocked_proportion,9
10,2025-05-13,farms_free_proportion,91
25,2025-05-13,farms_free_count,120
25,2025-05-13,farms_blocked_count,4
25,2025-05-13,farms_total_count,124
25,2025-05-13,farms_blocked_proportion,3
25,2025-05-13,farms_free_proportion,97
8,2025-05-13,farms_free_count,85
8,2025-05-13,farms_blocked_count,1
8,2025-05-13,farms_total_count,86
8,2025-05-13,farms_blocked_proportion,1
8,2025-05-13,farms_free_proportion,99
18,2025-05-13,farms_free_count,753
18,2025-05-13,farms_blocked_count,7
18,2025-05-13,farms_total_count,760
18,2025-05-13,farms_blocked_proportion,1
18,2025-05-13,farms_free_proportion,99
26,2025-05-13,farms_free_count,447
26,2025-05-13,farms_blocked_count,32
26,2025-05-13,farms_total_count,479
26,2025-05-13,farms_blocked_proportion,7
26,2025-05-13,farms_free_proportion,93
3,2025-05-13,farms_free_count,1881
3,2025-05-13,farms_blocked_count,99
3,2025-05-13,farms_total_count,1980
3,2025-05-13,farms_blocked_proportion,5
3,2025-05-13,farms_free_proportion,95
24,2025-05-13,farms_free_count,176
24,2025-05-13,farms_blocked_count,12
24,2025-05-13,farms_total_count,188
24,2025-05-13,farms_blocked_proportion,6
24,2025-05-13,farms_free_proportion,94
7,2025-05-13,farms_free_count,100
7,2025-05-13,farms_blocked_count,12
7,2025-05-13,farms_total_count,112
7,2025-05-13,farms_blocked_proportion,11
7,2025-05-13,farms_free_proportion,89
6,2025-05-13,farms_free_count,158
6,2025-05-13,farms_blocked_count,11
6,2025-05-13,farms_total_count,169
6,2025-05-13,farms_blocked_proportion,7
6,2025-05-13,farms_free_proportion,93
17,2025-05-13,farms_free_count,994
17,2025-05-13,farms_blocked_count,152
17,2025-05-13,farms_total_count,1146
17,2025-05-13,farms_blocked_proportion,13
17,2025-05-13,farms_free_proportion,87
14,2025-05-13,farms_free_count,156
14,2025-05-13,farms_blocked_count,9
14,2025-05-13,farms_total_count,165
14,2025-05-13,farms_blocked_proportion,5
14,2025-05-13,farms_free_proportion,95
11,2025-05-13,farms_free_count,416
11,2025-05-13,farms_blocked_count,45
11,2025-05-13,farms_total_count,461
11,2025-05-13,farms_blocked_proportion,10
11,2025-05-13,farms_free_proportion,90
5,2025-05-13,farms_free_count,398
5,2025-05-13,farms_blocked_count,65
5,2025-05-13,farms_total_count,463
5,2025-05-13,farms_blocked_proportion,14
5,2025-05-13,farms_free_proportion,86
20,2025-05-13,farms_free_count,511
20,2025-05-13,farms_blocked_count,64
20,2025-05-13,farms_total_count,575
20,2025-05-13,farms_blocked_proportion,11
20,2025-05-13,farms_free_proportion,89
21,2025-05-13,farms_free_count,362
21,2025-05-13,farms_blocked_count,48
21,2025-05-13,farms_total_count,410
21,2025-05-13,farms_blocked_proportion,12
21,2025-05-13,farms_free_proportion,88
4,2025-05-13,farms_free_count,218
4,2025-05-13,farms_blocked_count,13
4,2025-05-13,farms_total_count,231
4,2025-05-13,farms_blocked_proportion,6
4,2025-05-13,farms_free_proportion,94
22,2025-05-13,farms_free_count,947
22,2025-05-13,farms_blocked_count,47
22,2025-05-13,farms_total_count,994
22,2025-05-13,farms_blocked_proportion,5
22,2025-05-13,farms_free_proportion,95
23,2025-05-13,farms_free_count,777
23,2025-05-13,farms_blocked_count,27
23,2025-05-13,farms_total_count,804
23,2025-05-13,farms_blocked_proportion,3
23,2025-05-13,farms_free_proportion,97
9,2025-05-13,farms_free_count,232
9,2025-05-13,farms_blocked_count,6
9,2025-05-13,farms_total_count,238
9,2025-05-13,farms_blocked_proportion,3
9,2025-05-13,farms_free_proportion,97
1,2025-05-13,farms_free_count,770
1,2025-05-13,farms_blocked_count,48
1,2025-05-13,farms_total_count,818
1,2025-05-13,farms_blocked_proportion,6
1,2025-05-13,farms_free_proportion,94
CHE,2025-05-13,farms_free_count,15633
CHE,2025-05-13,farms_blocked_count,1275
CHE,2025-05-13,farms_total_count,16908
CHE,2025-05-13,farms_blocked_proportion,8
CHE,2025-05-13,farms_free_proportion,92
