gefahr_id,Klimawandel,Technologische Innovationen und wissenschaftliche Fortschritte,Verstädterung und urbane Landwirtschaft,Kreislaufwirtschaft,Mikrobiome und Lebensmittelsicherheit,Neue Lebensmittel und Lebensmittelproduktionssysteme,Konsumentenverhalten und Konsumtrends,Mikrobielle Evolution und Antibiotikaresistenz,Gesellschaft,Technologie,Umwelt,Wirtschaft,Politik
150,0,1,1,0,0,1,0,0,1,0,1,0,1
164,0,1,0,0,0,0,0,0,0,0,1,0,0
165,3,4,1,0,1,4,7,0,0,1,9,3,0
166,0,2,1,1,0,0,3,0,1,0,4,1,0
167,2,0,1,0,0,1,2,0,0,0,4,0,0
172,0,1,0,0,0,0,0,0,0,0,1,0,0
174,0,0,0,0,0,0,1,0,0,0,0,0,0
178,0,0,0,0,0,0,1,0,0,0,0,0,0
180,0,2,0,0,0,1,1,0,1,1,0,1,1
182,0,0,0,0,0,0,0,0,0,0,1,0,0
185,1,2,0,0,1,1,3,0,1,2,2,1,0
187,3,5,0,0,0,0,3,0,1,1,10,1,3
192,0,1,0,0,0,0,0,0,0,0,0,0,0
197,0,1,0,0,0,0,1,0,0,0,1,0,0
198,0,0,2,0,0,0,0,0,0,0,0,0,0
199,0,0,1,0,0,0,0,0,0,0,1,0,0
200,0,0,2,0,0,0,0,0,0,0,1,0,0
201,0,0,2,0,0,0,0,0,0,0,0,0,0
203,1,1,0,0,0,1,1,0,0,0,1,0,0
206,0,0,0,0,0,1,0,0,0,0,0,0,0
207,0,0,0,0,0,1,0,0,0,0,0,0,0
209,0,2,0,0,0,1,0,0,0,0,1,0,0
210,0,0,0,0,0,0,1,0,0,0,1,0,0
220,0,0,0,0,0,1,0,0,0,0,0,0,0
221,0,0,1,0,0,0,0,0,0,0,0,0,0
224,0,0,0,0,0,0,1,0,0,0,0,0,0
225,0,1,0,0,0,0,1,0,0,0,1,0,0
227,0,0,0,0,0,0,1,0,0,0,0,0,0
228,0,0,0,0,1,0,0,0,0,0,0,0,0
230,0,1,0,0,0,0,1,0,2,0,3,0,1
234,0,0,0,0,0,0,1,0,0,0,0,0,0
235,0,0,0,0,0,1,0,0,0,0,0,0,0
236,0,0,0,0,0,0,1,0,0,0,0,0,0
237,0,0,0,0,0,0,0,1,0,0,0,0,0
241,1,1,0,0,0,0,0,0,0,0,0,0,0
244,0,0,1,0,1,1,0,1,0,0,0,0,0
246,0,1,0,0,0,2,3,0,1,0,0,0,2
249,0,0,0,0,0,2,1,0,0,0,0,1,1
252,0,0,0,0,0,0,1,0,0,0,0,0,0
261,1,1,0,0,1,0,1,0,0,1,1,1,0
262,0,1,0,0,0,0,1,0,1,0,0,0,0
267,1,0,0,0,0,0,0,0,0,0,0,0,0
269,0,0,0,0,0,0,0,0,0,0,1,0,0
271,0,0,0,0,0,1,0,0,0,1,1,0,0
272,0,0,0,0,0,0,0,0,0,0,1,0,0
273,0,0,0,0,0,0,4,0,0,0,0,0,0
274,0,0,0,0,0,1,0,0,0,0,0,0,0
277,5,0,0,0,0,0,0,0,0,0,1,0,0
278,0,0,0,0,0,0,1,0,0,0,0,0,0
279,0,1,0,0,0,0,0,0,0,0,0,0,0
280,0,0,1,0,0,0,0,0,0,0,0,0,0
281,0,0,1,0,0,0,0,0,0,0,0,0,0
282,0,0,1,0,0,0,0,0,0,0,0,0,0
283,0,0,0,0,0,0,1,0,0,0,0,0,0
284,0,1,0,1,0,0,0,0,1,0,2,1,0
285,0,0,0,1,0,0,0,0,0,1,0,0,0
288,1,1,0,0,0,0,0,0,0,0,0,0,0
292,0,0,0,0,0,0,1,0,0,0,0,0,0
294,0,1,0,0,0,0,0,0,0,0,0,0,0
297,0,0,0,0,0,1,0,0,1,0,0,0,1
298,2,1,0,0,0,1,1,1,0,1,2,0,0
299,0,1,0,0,0,0,0,0,0,0,0,0,0
301,0,0,0,0,0,0,1,0,0,0,0,0,0
306,0,0,1,0,0,0,2,0,0,0,0,0,0
308,1,0,0,0,0,0,0,1,0,0,2,0,0
309,0,0,0,0,0,0,1,0,0,0,0,0,0
310,0,1,0,1,0,0,0,0,0,0,0,0,0
311,0,0,0,0,0,0,1,0,0,0,0,0,0
313,1,0,1,0,0,1,0,0,0,0,1,0,0
315,0,0,0,0,0,1,0,0,0,0,0,0,0
318,0,0,0,0,0,0,0,0,0,0,1,0,0
322,0,1,0,0,0,0,0,0,0,0,0,0,0
323,0,3,0,0,0,0,0,0,0,1,0,0,1
324,0,0,1,0,0,0,0,0,0,0,0,0,0
327,0,1,0,0,0,0,0,0,0,0,0,0,0
328,0,0,0,0,0,1,0,0,0,1,0,0,0
338,1,1,0,0,1,0,1,0,1,1,1,1,0
339,1,0,0,0,0,0,0,0,0,0,1,0,0
340,1,0,0,0,0,0,0,0,0,0,1,0,0
341,1,1,0,0,1,0,1,0,0,1,1,1,0
344,0,0,0,1,0,0,0,0,0,0,1,2,0
345,0,2,0,0,0,0,0,0,0,1,0,0,0
350,0,0,0,0,0,1,0,0,0,0,0,0,0
351,0,0,0,0,0,1,0,0,0,0,1,0,0
352,0,0,0,0,1,0,0,0,0,0,0,0,0
353,0,0,0,0,0,0,0,0,0,0,1,0,0
354,0,0,0,0,0,0,1,0,0,0,0,0,0
362,0,1,0,0,0,1,1,0,1,1,1,0,0
363,0,3,0,0,0,2,3,0,1,2,1,0,0
364,0,0,0,0,0,1,1,0,0,0,0,0,0
367,0,0,0,0,0,1,1,0,0,1,0,0,1
368,0,0,0,0,0,1,1,0,0,1,0,0,1
369,0,0,0,0,0,0,1,0,0,0,0,0,0
370,0,0,0,0,0,1,0,0,0,0,1,0,0
371,0,0,0,0,0,1,0,0,0,0,0,0,0
372,1,0,0,0,0,1,0,0,0,0,1,0,0
373,0,0,0,0,0,0,1,0,0,0,0,0,0
374,0,0,0,0,0,0,1,0,0,0,0,0,1
377,0,0,0,0,0,0,1,0,0,0,0,0,0
378,0,2,0,0,0,1,0,0,0,1,0,0,0
379,0,0,0,0,0,1,1,0,0,0,0,0,0
382,0,0,0,0,0,1,0,0,0,0,0,0,0
387,0,0,0,0,0,0,0,0,0,0,1,0,0
389,0,1,0,0,0,0,0,0,0,0,0,0,0
390,0,0,0,1,0,0,0,0,0,0,0,0,1
394,0,0,0,0,0,0,0,0,0,0,1,0,0
395,0,0,0,0,0,0,0,0,0,0,1,0,0
398,0,1,0,0,0,0,0,0,0,0,0,0,0
400,0,1,0,0,0,0,0,0,0,0,0,0,0
402,1,0,0,0,0,0,1,0,0,0,2,0,0
413,0,0,0,0,0,0,1,0,0,0,0,0,0
415,0,0,0,0,0,0,1,0,0,0,0,0,0
416,0,1,0,0,0,0,0,0,0,0,0,0,0
417,0,1,0,0,0,0,0,0,0,0,0,0,0
419,0,1,0,0,0,0,0,0,0,0,0,0,0
420,0,1,0,0,0,0,0,0,0,0,0,0,0
421,0,1,0,0,0,0,0,0,1,0,0,0,1
422,0,0,0,0,0,0,3,0,0,0,0,0,0
424,0,1,0,0,0,0,0,0,0,0,1,0,0
425,0,2,0,0,0,0,0,0,0,0,2,1,0
429,0,1,0,0,0,0,0,0,0,0,0,0,0
431,0,1,0,0,0,0,0,0,0,0,0,0,0
432,0,1,0,0,0,0,1,0,0,0,0,0,0
437,2,0,0,0,0,0,0,0,0,0,1,0,0
439,1,0,0,0,0,0,0,0,0,0,0,0,0
440,0,1,0,0,0,0,0,0,0,0,1,0,0
441,0,1,0,0,0,0,0,0,0,0,0,0,0
442,2,0,1,0,1,0,1,0,0,0,2,1,0
443,1,0,1,0,1,0,1,0,0,0,1,1,0
445,0,1,0,0,0,1,0,0,0,0,0,0,0
448,0,0,0,0,0,0,2,0,0,0,0,0,0
449,0,1,0,0,0,0,0,0,0,0,1,0,0
450,0,0,0,0,0,0,1,0,0,0,2,0,1
453,1,0,0,0,0,0,0,0,0,1,1,0,1
459,0,0,0,0,0,0,1,0,0,0,0,0,0
461,0,1,0,0,0,0,0,0,1,0,0,0,0
465,0,0,1,0,0,0,0,0,1,0,0,0,0
468,0,0,0,0,0,1,0,0,0,1,1,0,0
471,0,0,0,0,0,0,1,0,0,0,0,0,0
473,1,0,0,0,0,0,0,0,0,0,1,0,0
474,1,0,0,0,0,1,1,0,0,0,1,0,0
475,0,1,0,0,0,0,0,0,0,0,0,0,0
478,0,1,0,0,0,0,1,0,0,0,0,0,0
479,0,1,0,0,0,0,0,0,0,0,0,0,0
480,0,1,0,0,0,0,0,0,0,0,0,0,0
481,0,1,0,0,0,0,0,0,0,0,0,0,0
482,0,1,0,0,0,0,0,0,0,0,0,0,0
483,0,1,1,0,0,1,0,0,0,0,1,0,0
489,0,1,0,0,0,1,0,0,0,0,0,0,0
490,0,0,0,0,0,1,0,0,0,0,0,0,0
491,0,0,0,0,0,0,0,0,0,0,1,0,0
492,0,0,0,0,0,0,1,0,0,0,0,0,0
493,0,0,1,0,0,0,0,0,1,0,0,0,0
499,1,0,0,0,0,0,0,0,0,0,1,0,0
500,0,0,0,0,0,0,0,0,0,0,1,0,0
503,2,0,0,0,0,1,1,0,0,0,1,0,0
505,0,1,0,0,0,0,0,0,0,0,0,0,0
516,0,0,0,0,0,0,0,0,1,0,0,0,0
518,0,1,0,0,0,0,0,1,0,0,0,0,0
532,0,0,0,0,0,0,0,0,0,0,1,0,0
533,1,0,0,0,0,0,0,0,0,0,0,0,0
