gefahr_id,Cambiamento climatico,Innovazioni tecnologiche e progressi scientifici,Urbanizzazione e agricoltura urbana,Economie circolare,Microbiomi e sicurezza alimentare,Nuovi alimenti e sistemi di produzione alimentare,Comportamento dei consumatori e tendenze di consumo,Evoluzione microbica e resistenza agli antibiotici,Società,Tecnologia,Ecologia,Economia,Politica
285,0,0,0,0,0,0,0,0,1,0,0,1,0
288,0,0,0,0,0,0,0,0,0,0,1,0,0
289,0,0,0,0,0,0,0,0,0,0,1,0,0
292,0,0,0,0,0,0,0,0,0,1,0,0,0
293,0,0,0,1,0,0,0,0,0,0,0,0,0
297,0,0,0,1,0,0,1,0,0,0,0,0,0
298,1,0,0,0,0,0,0,0,0,0,1,0,0
310,0,0,0,0,0,0,0,0,0,0,1,0,0
344,0,0,0,0,0,0,1,0,1,0,1,0,0
363,0,0,0,0,0,0,2,0,0,0,0,0,0
371,0,0,0,0,0,0,1,0,0,0,0,0,0
379,0,0,0,0,0,0,0,0,0,0,1,0,0
437,0,0,0,0,0,0,0,0,0,0,1,0,0
448,0,0,0,0,0,0,1,0,0,0,0,0,0
450,0,0,0,0,0,0,1,0,0,0,0,0,0
461,0,0,0,0,0,0,2,0,0,0,0,0,0
465,0,0,0,0,0,0,1,0,0,0,0,0,0
466,0,0,0,0,0,0,1,0,0,0,0,0,0
473,1,0,0,0,0,0,0,0,0,0,0,0,0
474,1,0,0,0,0,0,0,0,0,0,0,0,0
483,0,0,0,0,0,0,0,0,0,1,1,0,0
490,0,1,0,0,0,0,0,0,0,0,0,0,0
503,3,0,0,0,0,0,1,0,0,0,1,0,0
516,0,0,0,0,0,0,1,0,0,0,1,0,0
518,0,1,0,1,0,0,0,0,0,1,9,1,0
522,0,0,0,0,0,0,1,0,0,0,0,0,0
525,1,0,0,0,0,0,0,0,0,0,0,0,0
535,0,0,0,0,0,0,0,0,1,0,0,1,0
537,0,1,0,0,0,0,0,0,0,0,0,0,0
538,0,0,0,0,0,0,1,0,0,0,0,0,0
539,1,0,0,0,0,0,0,0,0,0,0,0,0
542,0,1,0,0,0,0,0,0,0,0,0,0,0
545,0,0,0,0,0,0,0,0,0,0,1,0,0
548,0,2,0,0,0,0,0,0,0,1,1,0,0
550,0,0,0,0,0,0,0,0,0,0,1,0,0
551,0,0,0,0,0,0,0,0,0,0,1,0,0
552,0,0,0,0,0,0,0,0,0,0,1,0,0
553,0,0,0,0,0,0,0,0,0,0,1,0,0
554,0,0,0,0,0,0,1,0,0,0,0,0,0
555,0,0,0,0,0,0,0,0,0,0,1,0,0
557,0,0,0,0,0,0,0,0,0,0,1,0,0
558,0,0,0,0,0,0,0,0,0,0,1,0,0
562,0,0,0,0,0,0,0,0,0,0,1,0,0
563,0,0,0,0,0,0,0,0,0,0,0,1,0
564,0,0,0,0,0,0,0,0,0,0,1,0,0
566,0,0,0,0,0,0,1,0,0,0,0,0,0
572,0,0,0,0,0,0,0,0,0,0,1,0,0
574,0,0,0,0,0,0,1,0,0,0,0,0,0
576,0,0,0,0,0,0,0,0,0,1,0,1,0
577,1,0,0,0,0,0,0,0,0,0,4,0,0
581,0,0,0,0,0,0,0,0,0,0,1,0,0
583,0,0,0,0,0,0,1,0,1,0,0,0,0
584,0,0,0,0,0,0,0,0,1,0,0,0,0
586,1,0,0,0,0,0,0,0,0,0,0,0,0
599,0,0,0,0,0,0,0,0,0,1,0,0,0
601,0,0,0,0,0,0,1,0,0,0,0,0,0
