steckbrief_id,Cambiamento climatico,Innovazioni tecnologiche e progressi scientifici,Urbanizzazione e agricoltura urbana,Economie circolare,Microbiomi e sicurezza alimentare,Nuovi alimenti e sistemi di produzione alimentare,Comportamento dei consumatori e tendenze di consumo,Evoluzione microbica e resistenza agli antibiotici,Società,Tecnologia,Ecologia,Economia,Politica
59,0,1,1,0,0,3,1,0,0,0,0,0,0
60,0,0,0,0,0,0,2,1,0,0,0,0,0
62,0,0,0,0,0,0,0,6,0,0,2,0,0
64,0,0,0,0,0,0,1,0,0,0,0,0,0
71,0,0,1,0,0,0,0,1,0,0,0,0,0
73,1,0,0,0,0,0,0,2,0,0,1,0,0
75,2,0,0,0,0,0,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0,1,0,0,0,0,0
81,0,0,0,0,1,1,1,0,1,0,0,0,0
82,0,0,0,0,0,0,1,0,0,0,1,0,0
85,0,1,0,0,0,0,0,0,0,0,0,0,0
86,1,0,0,0,0,0,0,0,0,0,1,0,0
92,1,0,0,0,0,0,1,3,0,0,0,0,0
93,1,0,0,0,0,0,1,0,0,0,0,0,0
99,0,0,0,0,0,0,0,1,0,0,0,0,0
102,1,0,0,0,0,0,0,2,0,0,0,0,0
103,0,1,0,0,0,1,0,0,0,0,0,0,0
104,1,0,0,0,0,0,0,0,1,0,0,1,1
106,0,0,0,0,1,0,1,0,0,0,0,0,0
108,0,0,0,0,0,1,0,1,0,0,0,0,0
110,0,0,0,0,0,0,0,2,0,0,0,0,0
115,0,2,0,0,0,0,0,2,1,0,0,1,0
116,1,0,0,0,0,0,0,1,0,0,4,0,0
118,0,0,0,0,0,1,0,4,1,0,0,0,0
120,0,0,0,0,0,0,0,1,1,0,0,0,0
121,1,1,0,0,2,0,0,6,1,0,1,0,0
123,0,0,0,0,0,2,1,0,0,0,0,0,0
125,0,2,0,0,0,0,0,0,0,0,0,0,0
127,0,0,0,0,0,1,0,0,1,0,0,0,0
128,0,1,0,0,0,1,0,0,0,0,0,0,0
129,1,1,0,0,1,0,0,4,0,0,0,0,0
134,1,0,0,0,0,0,0,0,0,0,1,0,0
138,1,0,0,0,0,0,0,0,0,0,1,0,0
139,0,0,0,0,0,0,1,0,0,0,0,0,0
140,0,2,0,0,2,1,1,2,0,0,0,0,0
142,0,1,0,0,0,0,1,0,0,0,0,0,0
143,0,0,0,1,0,1,0,0,1,0,0,0,0
147,1,2,0,0,1,0,1,0,0,1,1,1,0
149,0,0,0,0,0,0,0,3,0,0,0,0,0
154,0,0,0,0,0,0,0,2,0,0,0,0,0
157,0,0,0,0,0,0,0,2,0,0,0,0,0
160,0,0,0,0,0,0,1,0,1,0,0,0,0
164,0,0,0,0,0,0,0,4,0,0,0,0,0
165,1,0,0,0,0,0,0,0,0,0,1,0,0
173,0,0,0,0,0,0,0,2,0,0,0,0,0
178,2,1,1,0,0,0,1,4,0,0,6,0,0
179,0,0,0,0,0,0,0,1,0,0,0,0,0
180,0,2,0,0,0,0,0,0,0,0,0,0,0
181,0,0,0,0,2,1,3,1,0,1,0,3,0
187,0,0,1,0,0,0,0,0,0,0,1,0,0
190,0,0,0,0,0,0,0,1,0,0,0,0,0
195,0,0,1,0,2,0,0,7,0,0,0,0,0
199,0,0,0,0,1,0,0,5,0,1,0,0,0
201,0,0,0,1,0,0,1,1,0,0,0,0,0
202,1,0,0,0,0,0,0,0,0,0,1,0,0
211,0,0,0,0,1,3,9,0,1,0,0,1,0
213,0,0,0,0,0,0,0,1,0,0,0,0,0
214,0,0,0,0,0,0,0,1,0,0,0,0,0
215,1,0,0,0,0,0,1,0,1,0,0,1,1
219,0,0,0,0,0,0,0,1,0,0,0,0,0
221,0,0,0,0,0,0,1,0,0,0,0,0,0
223,0,1,0,0,0,0,0,0,0,0,0,0,0
224,1,0,0,0,0,0,0,0,1,0,0,1,2
225,2,0,0,0,1,0,2,0,1,0,0,1,1
227,1,1,0,0,0,1,0,1,0,0,1,0,0
232,0,3,0,0,7,6,2,18,2,4,1,0,0
233,0,0,0,0,1,0,2,0,0,0,0,0,0
236,0,0,0,0,1,1,2,5,0,0,0,2,0
237,0,0,0,0,0,0,0,3,0,0,0,0,0
238,0,4,0,0,0,0,0,0,0,3,0,0,0
239,0,3,0,0,2,0,1,2,0,0,0,0,0
244,0,2,0,0,8,3,2,10,1,4,0,0,0
247,0,0,0,0,0,0,0,1,0,0,1,0,0
248,0,2,0,0,1,0,0,0,0,0,0,0,0
249,0,0,0,0,0,0,0,2,0,0,0,0,0
251,0,1,0,0,0,0,0,0,0,0,0,0,1
252,0,0,0,0,0,2,2,1,0,0,0,0,0
253,0,0,0,0,0,0,0,1,0,0,0,0,0
257,0,0,0,0,0,0,2,10,0,0,1,1,0
258,2,0,0,0,1,0,1,0,0,0,0,1,0
261,0,0,0,0,0,0,0,2,0,0,0,0,0
262,0,0,0,0,0,0,0,1,0,0,0,0,0
263,0,2,0,0,1,0,1,12,1,0,0,1,0
265,0,0,0,0,0,0,1,0,0,0,0,0,0
267,0,0,0,0,2,0,0,13,0,0,1,2,0
271,2,0,0,0,2,0,0,0,0,0,0,0,0
272,0,0,0,0,1,0,1,0,0,0,1,1,1
274,0,0,1,0,0,0,0,0,1,0,1,0,0
275,0,0,0,0,0,1,0,0,0,0,0,0,0
276,1,0,0,0,0,0,0,0,0,0,3,0,0
277,0,0,0,0,1,0,0,1,0,0,0,0,0
278,0,0,0,0,0,0,0,1,0,0,1,0,0
281,1,0,0,0,0,0,1,1,0,0,0,0,0
282,1,0,0,0,0,0,0,0,0,0,1,1,0
284,0,0,0,0,0,0,0,1,0,0,0,0,0
285,0,0,0,0,0,0,0,2,0,0,2,0,0
286,0,0,0,0,0,0,0,1,0,0,0,0,0
290,0,0,0,0,0,0,0,0,0,0,1,0,0
291,0,0,0,0,0,1,0,1,0,0,0,0,0
293,1,0,0,0,1,0,0,5,0,0,0,0,0
