gefahr_id,Climate change,Technological innovations and scientific advances,Urbanization and urban agriculture,Circular economy,Microbiomes and food safety,New foods and food production systems,Consumer behaviour and consumption trends,Microbial evolution and antibiotic resistance,Society,Technology,Ecology,Economy,Policy
112,3,1,0,0,3,0,1,1,0,0,1,1,1
114,1,0,0,1,0,0,0,3,1,0,0,0,1
118,0,0,0,0,1,0,0,0,0,1,0,0,0
119,2,0,1,0,2,1,1,3,1,0,2,1,1
120,0,0,0,0,0,1,0,1,0,0,0,0,0
121,0,0,0,0,2,0,0,0,0,0,0,0,0
123,0,0,0,0,0,0,0,3,0,0,0,0,0
125,1,0,1,0,1,0,1,2,0,0,1,1,0
128,0,0,0,0,1,1,0,1,0,0,0,0,0
129,1,0,0,1,0,0,0,1,1,0,0,0,1
131,1,0,0,0,2,1,0,1,0,0,0,0,0
136,0,0,0,0,0,0,0,1,0,0,0,0,0
137,1,0,0,0,0,0,0,0,0,0,0,0,0
144,0,1,0,0,0,0,0,1,0,0,0,0,0
146,0,1,0,0,1,0,0,0,0,0,0,0,0
147,0,0,0,0,0,0,0,0,0,0,1,0,0
156,0,0,0,0,1,0,0,1,0,0,0,0,0
160,0,0,1,0,0,0,0,1,0,0,0,0,0
165,1,1,0,0,1,1,1,0,0,1,2,1,0
174,1,0,0,0,0,0,0,0,0,0,0,0,0
176,0,0,0,0,2,0,1,2,0,0,1,1,1
177,0,0,0,0,0,0,0,1,0,0,0,0,0
181,1,0,0,1,0,0,0,5,1,0,0,0,1
183,0,0,0,0,1,0,0,0,0,0,0,0,0
184,0,0,0,0,0,0,0,1,0,0,0,0,0
185,1,1,0,0,1,0,1,0,0,1,1,1,0
189,0,2,0,0,1,0,0,0,0,0,0,0,0
193,0,0,0,0,0,0,0,2,0,0,0,0,0
194,0,0,0,0,0,0,0,1,0,0,0,0,0
195,0,0,0,0,0,0,0,1,0,0,0,0,0
197,0,1,0,0,0,0,1,0,0,0,1,0,0
202,0,0,0,0,0,1,0,3,0,0,0,0,0
206,0,0,0,0,0,1,0,0,0,0,0,0,0
207,0,0,0,0,0,1,0,0,0,0,0,0,0
210,0,0,0,0,0,0,1,0,0,0,1,0,0
213,0,0,0,0,0,0,0,1,0,0,0,0,0
218,0,0,0,0,0,0,0,2,0,0,0,0,0
226,0,0,0,0,1,0,1,1,0,0,1,1,1
229,0,0,0,0,0,0,1,0,0,0,0,0,0
230,0,0,0,0,0,0,1,0,0,0,1,0,0
231,0,0,0,0,2,0,0,1,0,0,0,0,0
232,0,0,0,0,0,0,0,1,0,0,0,0,0
238,2,1,0,0,0,1,0,4,0,0,1,0,0
241,1,0,0,0,0,0,0,0,0,0,0,0,0
244,1,0,0,1,0,1,1,20,0,0,0,1,0
253,0,0,0,0,0,0,0,1,0,0,0,0,0
255,0,0,0,0,0,0,0,2,0,0,2,0,0
256,1,0,0,0,0,0,0,1,0,0,0,0,0
257,0,0,0,0,0,0,0,2,0,0,0,0,0
261,1,2,0,0,2,0,1,2,0,1,1,1,0
266,1,0,0,0,0,0,0,0,0,0,0,0,0
267,2,0,0,0,0,0,0,0,0,0,0,0,0
278,0,0,0,0,0,0,1,0,0,0,0,0,0
286,0,0,0,0,1,0,0,0,0,0,0,0,0
287,0,0,0,0,1,0,0,4,0,0,0,0,0
291,0,0,0,0,0,0,0,1,0,0,0,0,0
296,0,0,0,0,0,0,0,2,0,0,0,0,0
300,0,0,0,0,0,0,0,1,0,0,0,0,0
302,0,0,0,0,0,0,0,1,0,0,0,0,0
305,0,0,0,0,0,1,0,0,0,0,0,0,0
314,0,0,0,0,0,0,0,1,0,0,1,0,0
315,0,0,0,0,0,1,0,0,0,0,0,0,0
319,0,0,0,0,0,0,0,1,0,0,0,0,0
320,0,0,0,0,0,0,0,1,0,0,0,0,0
325,0,1,0,0,1,0,0,0,0,0,0,0,0
333,0,0,0,0,0,1,2,1,0,0,0,0,0
334,0,0,0,0,1,0,1,0,0,0,1,1,1
338,1,1,0,0,1,0,1,0,0,1,1,1,0
341,1,2,0,0,1,0,2,0,0,1,1,1,0
342,0,0,0,0,1,0,0,1,0,0,0,0,0
343,0,0,0,0,0,0,0,1,0,0,0,0,0
346,0,0,0,0,0,0,1,0,0,0,0,0,0
347,1,0,0,0,1,0,0,1,0,0,1,0,0
348,0,0,0,0,2,0,0,0,0,0,0,0,0
356,0,1,0,0,0,0,0,0,0,0,0,0,0
358,0,0,0,0,1,0,0,1,0,0,0,0,0
359,1,0,0,0,0,0,0,0,0,0,1,0,0
361,0,0,0,0,0,0,1,1,0,0,0,0,0
365,0,0,0,0,1,0,0,0,0,0,2,0,0
366,0,0,0,0,1,0,0,0,0,0,0,0,0
375,1,0,0,0,0,0,0,0,0,0,0,0,0
376,0,0,0,0,1,0,0,0,0,0,0,0,0
380,0,0,1,0,0,0,0,0,0,0,0,0,0
381,0,0,0,0,0,0,0,1,0,0,0,0,0
383,0,0,0,0,0,0,0,1,0,0,0,0,0
385,0,0,0,0,0,0,0,1,0,0,0,0,0
386,0,1,0,0,0,0,0,1,0,0,1,0,0
387,0,0,0,0,0,0,0,0,0,0,1,0,0
388,0,0,0,0,0,0,1,0,0,0,0,0,0
391,0,0,0,0,0,0,0,1,0,0,0,0,0
392,0,0,0,0,0,0,0,1,0,0,0,0,0
393,0,0,0,0,0,0,0,1,0,0,0,0,0
401,0,0,0,0,0,0,0,1,0,0,0,0,0
403,0,0,0,0,0,0,0,1,0,0,0,0,0
406,0,1,0,0,0,0,0,0,0,0,1,0,0
409,0,0,0,0,0,0,1,0,0,0,0,0,0
415,0,0,0,0,0,0,1,0,0,0,0,0,0
427,0,1,1,0,0,0,0,0,0,0,1,0,0
428,0,0,0,0,0,0,0,1,0,0,0,0,0
433,1,0,0,0,0,0,0,0,0,0,0,0,0
434,1,0,0,0,0,0,0,0,0,0,0,0,0
442,1,0,1,0,1,0,1,0,0,0,1,1,0
443,1,0,1,0,1,0,1,0,0,0,1,1,0
444,0,0,0,0,0,0,0,1,0,0,0,0,0
447,0,0,0,0,1,0,0,0,0,0,0,0,0
452,0,0,0,0,0,0,1,0,0,0,0,0,0
457,0,0,1,0,0,0,0,0,0,0,1,0,0
464,1,0,0,0,0,0,0,0,0,0,0,0,0
